1646190001.5128791,493473
1646190901.9199953,496386
1646191801.3180587,497464
1646192701.794087,498291
1646193602.2641907,499328
1646194501.6984127,499734
1646195402.12937,499048
1646196301.5660133,503809
1646197202.0019515,505760
1646198101.4176087,506818
1646199001.8361728,506946
1646199901.2540133,508422
1646200801.6713448,508322
1646201702.0900726,508994
1646202601.523475,510123
1646203501.945597,511227
1646204401.3697467,512996
1646205302.7897735,514031
1646206202.207682,514759
1646207101.606542,515078
1646208002.0107243,515936
1646208902.4391925,516262
1646209801.857594,518161
1646210701.3117373,520071
1646211601.7901554,519079
1646212503.1847138,518420
1646214302.0144436,516857
1646215202.4725056,518437
1646216101.8992414,517835
1646217001.3397903,520071
1646217901.7847602,517228
1646218802.2635374,518848
1646219701.679588,518944
1646220602.139125,520071
1646221501.5714264,520969
1646222402.0557067,519473
1646223301.4995856,520494
1646224201.9497592,519941
1646225101.3709702,519192
1646226001.7668064,518763
1646226902.2144063,519998
1646227801.634129,520393
1646228702.1120932,519456
1646229602.5818233,519451
1646230502.0138087,521404
1646231402.425208,522857
1646232301.840652,522982
1646233202.2014117,521748
1646235002.0663335,524319
1646235902.4911838,525018
1646236801.9146063,523242
1646237701.3887498,524507
1646238601.8285306,520387
1646239501.2756696,520325
1646240401.7287257,518561
1646241302.2155786,517008
1646242201.6758728,515813
1646243102.130139,515734
1646244002.5071862,514669
1646244901.95387,515168
1646245801.3480325,514266
1646246701.790266,514731
1646247602.2029474,514798
1646248501.647631,515045
1646249402.0499682,515454
1646250301.4324076,515644
1646251201.9022791,515667
1646252102.3063052,515650
1646253002.7407038,515431
1646253902.1639507,515684
1646254801.5936813,515442
1646255702.040452,515728
1646256601.5091462,516166
1646257501.9713326,515869
1646258401.3920426,516727
1646259301.8702435,517014
1646260201.3223758,517104
1646261101.7570717,517728
1646262002.2188423,516211
1646262902.6314142,517835
1646263802.0703933,516570
1646264702.4872956,518488
1646265602.915749,518949
1646266502.3274653,519744
1646267401.761412,519716
1646268302.1782103,518701
1646269202.5493448,520336
1646270101.9867504,522382
1646271001.4295192,522619
1646271901.8697107,521330
1646272802.2755418,523979
1646273701.7272837,523815
1646274602.152363,524807
1646275501.550465,524127
1646276401.999609,525335
1646277301.4630828,524705
1646279101.331736,524978
1646280001.7677186,524195
1646280902.218441,523656
1646281801.662323,523548
1646282703.0772347,523237
1646283601.475583,492423
1646284501.9206402,457526
1646285415.6351264,448291
1646285432.9729252,448455
1646285657.3342671,446746
1646285723.6352978,446501
1646285882.703825,445235
1646285901.0642436,446011
1646286013.2442183,445730
1646286102.9939456,444909
1646286143.7878325,444878
1646286202.9358838,444282
1646286223.3384023,444629
1646286260.0474467,443605
1646286303.8957055,443676
1646286310.015101,443254
1646286328.3765056,443091
1646286371.2037477,443041
1646286407.911293,443341
1646286457.8874726,441740
1646286475.2273824,442380
1646286695.4887543,442151
1646286805.6355073,441299
1646286848.4693618,439491
1646286905.573677,439951
1646286944.3326473,440331
1646286970.8476717,440402
1646286996.336563,440579
1646287018.7716856,439566
1646287204.3738682,439303
1646287224.7623324,439293
1646287481.748861,437788
1646287564.3477511,438323
1646287574.545877,437636
1646287586.7841551,436956
1646287614.3196626,437268
1646287636.7562916,437258
1646288103.8162959,435525
1646288155.8341835,435757
1646288193.5523672,434218
1646288219.0567248,434796
1646288276.1598852,436457
1646288306.74766,436411
1646289003.2541919,434213
1646289899.4977489,432568
1646289903.5754023,432167
1646289966.7748427,431557
1646290069.7566934,432488
1646290110.5318875,432388
1646290155.3942354,431862
1646290803.7841642,432428
1646291265.5639179,431247
1646291312.4317129,432197
1646291336.8936546,432293
1646291355.233009,432167
1646291461.231735,432307
1646291527.4953196,433235
1646291703.8814607,431697
1646291745.6792345,431572
1646291881.2399,432333
1646291925.0792649,432398
1646291952.6036339,432698
1646292052.487284,431962
1646292092.230321,432438
1646292149.3357344,432964
1646292226.8051882,431872
1646292603.9292004,432598
1646293504.0116656,430936
1646294403.9556127,430592
1646295303.9435072,431296
1646296203.8652885,430762
1646297103.7396784,430337
1646298003.6393433,430087
1646298904.502346,430881
1646299804.3965569,431517
1646300704.2547927,430462
1646301604.1230059,431097
1646302503.949317,430307
1646303404.727443,430627
1646304304.6191416,430012
1646305204.4837182,430292
1646306104.2995133,430347
1646307004.1743028,430297
1646307903.9256914,429728
1646308803.9162638,429897
1646309704.0582542,429169
1646310603.0775952,429428
1646311504.1853704,429363
1646312403.1779633,429578
1646313303.3152788,429668
1646314203.376884,428362
1646315103.3964405,429828
1646316003.4293485,429518
1646316904.343068,430082
1646317804.1552846,430292
1646318703.9114776,430612
1646319603.799399,430567
1646320503.5913315,430407
1646321403.535825,430192
1646321875.4152973,431106
1646321897.8262956,431682
1646321923.3049014,431667
1646322093.5087843,430866
1646322303.4590435,431507
1646322381.9262402,431217
1646322429.839433,430732
1646322469.5917046,431967
1646322668.3596556,430842
1646322705.0422142,431077
1646322729.5090916,431072
1646322849.7610424,431862
1646322859.955887,432328
1646322991.4277349,430987
1646323023.0392418,431467
1646323094.3957162,430652
1646323107.644044,431407
1646323125.9909778,431197
1646323150.4636898,431291
1646323203.4737976,431001
1646323854.8433056,432328
1646323905.8304098,432042
1646324103.5576067,431887
1646325003.703582,431692
1646325903.0113554,434907
1646326803.3909206,433044
1646327703.7470157,429513
1646328603.8541846,430137
1646329503.085224,428247
1646330403.3989005,429174
1646331303.7672198,429039
1646332203.0976574,428028
1646333103.4421165,428975
1646334003.7435849,429299
1646334903.0904262,428895
1646335803.3517928,429029
1646336703.5662992,429563
1646337603.775542,429453
1646338502.9337406,429922
1646339403.0154734,430087
1646340304.0655143,429109
1646341204.0904183,430157
1646342104.2354145,430092
1646343004.1293955,429388
1646343903.934002,429368
1646344803.7138808,429857
1646345703.6031973,430202
1646346604.543922,430791
1646347504.5917811,431997
1646348403.8268147,432839
1646349304.046446,433756
1646350203.243798,431762
1646351103.6317122,433766
1646352002.9697788,434434
1646352903.4047925,434736
1646353803.8111882,435027
1646354703.202242,434952
1646355603.5257394,432683
1646356503.9914892,434505
1646357403.4394114,432924
1646358303.8824117,433726
1646359204.269567,434756
